measure,location,sex,age,cause,year,death_rate_per_100k,Code,clean_fuel_access_pct,AveragScore,SafetySecurity,PersonelFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,avg_temp_1991_2020,Continent,temp_category
Deaths,Japan,Female,All ages,Poisoning by carbon monoxide,2019,0.0632417966357964,JPN,100.0,,,,,,,,,,,,,,11.78,Asia,Colder
Deaths,Japan,Male,<1 year,Poisoning by carbon monoxide,2019,0.0245712767657268,JPN,100.0,,,,,,,,,,,,,,11.78,Asia,Colder
Deaths,Japan,Female,<1 year,Poisoning by carbon monoxide,2019,0.0142254082393496,JPN,100.0,,,,,,,,,,,,,,11.78,Asia,Colder
Deaths,Puerto Rico,Male,All ages,Poisoning by carbon monoxide,2021,0.1073897815156012,,,,,,,,,,,,,,,,25.04,North America,Warmer
Deaths,Puerto Rico,Female,All ages,Poisoning by carbon monoxide,2021,0.0889624895577324,,,,,,,,,,,,,,,,25.04,North America,Warmer
Deaths,Puerto Rico,Male,<1 year,Poisoning by carbon monoxide,2021,0.0506261453698279,,,,,,,,,,,,,,,,25.04,North America,Warmer
Deaths,Puerto Rico,Female,<1 year,Poisoning by carbon monoxide,2021,0.0944558830624172,,,,,,,,,,,,,,,,25.04,North America,Warmer
Deaths,Guinea,Male,All ages,Poisoning by carbon monoxide,2021,0.0764663199112205,GIN,1.0,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Female,All ages,Poisoning by carbon monoxide,2021,0.0002031633595085,GIN,1.0,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Male,<1 year,Poisoning by carbon monoxide,2021,0.0302333748387618,GIN,1.0,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Female,<1 year,Poisoning by carbon monoxide,2021,0.0006818888220304,GIN,1.0,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Zambia,Male,All ages,Poisoning by carbon monoxide,2020,0.2679629684351575,ZMB,10.9,,,,,,,,,,,,,,22.23,Africa,Colder
