measure,location,sex,age,cause,year,death_rate_per_100k,Code,clean_fuel_access_pct,AveragScore,SafetySecurity,PersonelFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,avg_temp_1991_2020,Continent,temp_category
Deaths,Eswatini,Male,All ages,Poisoning by carbon monoxide,2000,0.4133854376759425,SWZ,24.9,,,,,,,,,,,,,,20.64,Africa,Colder
Deaths,Eswatini,Female,All ages,Poisoning by carbon monoxide,2000,0.0240091866031144,SWZ,24.9,,,,,,,,,,,,,,20.64,Africa,Colder
Deaths,Eswatini,Male,<1 year,Poisoning by carbon monoxide,2000,0.5879647272647613,SWZ,24.9,,,,,,,,,,,,,,20.64,Africa,Colder
Deaths,Eswatini,Female,<1 year,Poisoning by carbon monoxide,2000,0.3555321041441181,SWZ,24.9,,,,,,,,,,,,,,20.64,Africa,Colder
Deaths,Estonia,Male,All ages,Poisoning by carbon monoxide,2000,4.503623197820145,EST,100.0,,,,,,,,,,,,,,6.34,Europe,Colder
Deaths,Estonia,Female,All ages,Poisoning by carbon monoxide,2000,0.8714809491020652,EST,100.0,,,,,,,,,,,,,,6.34,Europe,Colder
Deaths,Estonia,Male,<1 year,Poisoning by carbon monoxide,2000,0.687362819667501,EST,100.0,,,,,,,,,,,,,,6.34,Europe,Colder
Deaths,Estonia,Female,<1 year,Poisoning by carbon monoxide,2000,0.4078651447069359,EST,100.0,,,,,,,,,,,,,,6.34,Europe,Colder
Deaths,Ethiopia,Male,All ages,Poisoning by carbon monoxide,2000,0.8025321911174117,ETH,0.8,,,,,,,,,,,,,,23.36,Africa,Colder
Deaths,Ethiopia,Female,All ages,Poisoning by carbon monoxide,2000,0.021162093446525,ETH,0.8,,,,,,,,,,,,,,23.36,Africa,Colder
Deaths,Ethiopia,Male,<1 year,Poisoning by carbon monoxide,2000,1.8162999884659048,ETH,0.8,,,,,,,,,,,,,,23.36,Africa,Colder
Deaths,Ethiopia,Female,<1 year,Poisoning by carbon monoxide,2000,0.0099626245442074,ETH,0.8,,,,,,,,,,,,,,23.36,Africa,Colder
Deaths,Mozambique,Male,All ages,Poisoning by carbon monoxide,2000,0.1744591731135915,MOZ,1.9,,,,,,,,,,,,,,24.41,Africa,Warmer
Deaths,Mozambique,Female,All ages,Poisoning by carbon monoxide,2000,0.0112618823648591,MOZ,1.9,,,,,,,,,,,,,,24.41,Africa,Warmer
Deaths,Mozambique,Male,<1 year,Poisoning by carbon monoxide,2000,0.7775641774094948,MOZ,1.9,,,,,,,,,,,,,,24.41,Africa,Warmer
Deaths,Mozambique,Female,<1 year,Poisoning by carbon monoxide,2000,0.0201445829697733,MOZ,1.9,,,,,,,,,,,,,,24.41,Africa,Warmer
Deaths,Germany,Male,All ages,Poisoning by carbon monoxide,2000,0.1912013219516316,DEU,100.0,,,,,,,,,,,,,,9.59,Europe,Colder
Deaths,Germany,Female,All ages,Poisoning by carbon monoxide,2000,0.1189747923157679,DEU,100.0,,,,,,,,,,,,,,9.59,Europe,Colder
Deaths,Germany,Male,<1 year,Poisoning by carbon monoxide,2000,0.0465901900731607,DEU,100.0,,,,,,,,,,,,,,9.59,Europe,Colder
Deaths,Germany,Female,<1 year,Poisoning by carbon monoxide,2000,0.0441005959735701,DEU,100.0,,,,,,,,,,,,,,9.59,Europe,Colder
Deaths,Bhutan,Male,All ages,Poisoning by carbon monoxide,2000,0.1328116294095972,BTN,26.45,,,,,,,,,,,,,,10.38,Asia,Colder
Deaths,Bhutan,Female,All ages,Poisoning by carbon monoxide,2000,0.0452302871663484,BTN,26.45,,,,,,,,,,,,,,10.38,Asia,Colder
Deaths,Bhutan,Male,<1 year,Poisoning by carbon monoxide,2000,0.1272371481043893,BTN,26.45,,,,,,,,,,,,,,10.38,Asia,Colder
Deaths,Bhutan,Female,<1 year,Poisoning by carbon monoxide,2000,0.2428553490443784,BTN,26.45,,,,,,,,,,,,,,10.38,Asia,Colder
Deaths,Sweden,Male,All ages,Poisoning by carbon monoxide,2000,0.1280225717257169,SWE,100.0,,,,,,,,,,,,,,3.23,Europe,Colder
Deaths,Sweden,Female,All ages,Poisoning by carbon monoxide,2000,0.0483783002254846,SWE,100.0,,,,,,,,,,,,,,3.23,Europe,Colder
Deaths,Sweden,Male,<1 year,Poisoning by carbon monoxide,2000,0.0227144756675867,SWE,100.0,,,,,,,,,,,,,,3.23,Europe,Colder
Deaths,Sweden,Female,<1 year,Poisoning by carbon monoxide,2000,0.0061591518605214,SWE,100.0,,,,,,,,,,,,,,3.23,Europe,Colder
Deaths,Belgium,Male,All ages,Poisoning by carbon monoxide,2000,0.4800755017393682,BEL,100.0,,,,,,,,,,,,,,10.67,Europe,Colder
Deaths,Belgium,Female,All ages,Poisoning by carbon monoxide,2000,0.3034028728052879,BEL,100.0,,,,,,,,,,,,,,10.67,Europe,Colder
Deaths,Belgium,Male,<1 year,Poisoning by carbon monoxide,2000,0.0849327229589004,BEL,100.0,,,,,,,,,,,,,,10.67,Europe,Colder
Deaths,Belgium,Female,<1 year,Poisoning by carbon monoxide,2000,0.073820262289384,BEL,100.0,,,,,,,,,,,,,,10.67,Europe,Colder
Deaths,Dominican Republic,Male,All ages,Poisoning by carbon monoxide,2000,0.058372309894355,DOM,83.7,,,,,,,,,,,,,,24.55,North America,Warmer
Deaths,Dominican Republic,Female,All ages,Poisoning by carbon monoxide,2000,0.0457425721092724,DOM,83.7,,,,,,,,,,,,,,24.55,North America,Warmer
Deaths,Dominican Republic,Male,<1 year,Poisoning by carbon monoxide,2000,0.0985579573777164,DOM,83.7,,,,,,,,,,,,,,24.55,North America,Warmer
Deaths,Dominican Republic,Female,<1 year,Poisoning by carbon monoxide,2000,0.2359783917661168,DOM,83.7,,,,,,,,,,,,,,24.55,North America,Warmer
Deaths,Kenya,Male,All ages,Poisoning by carbon monoxide,2000,0.3662172737737913,KEN,1.7,,,,,,,,,,,,,,25.08,Africa,Warmer
Deaths,Kenya,Female,All ages,Poisoning by carbon monoxide,2000,0.0151124666290608,KEN,1.7,,,,,,,,,,,,,,25.08,Africa,Warmer
Deaths,Kenya,Male,<1 year,Poisoning by carbon monoxide,2000,0.9300612182200266,KEN,1.7,,,,,,,,,,,,,,25.08,Africa,Warmer
Deaths,Kenya,Female,<1 year,Poisoning by carbon monoxide,2000,0.0184871236021916,KEN,1.7,,,,,,,,,,,,,,25.08,Africa,Warmer
Deaths,Zimbabwe,Male,All ages,Poisoning by carbon monoxide,2000,0.3595925171292301,ZWE,33.6,,,,,,,,,,,,,,21.9,Africa,Colder
Deaths,Zimbabwe,Female,All ages,Poisoning by carbon monoxide,2000,0.0235208652222333,ZWE,33.6,,,,,,,,,,,,,,21.9,Africa,Colder
Deaths,Zimbabwe,Male,<1 year,Poisoning by carbon monoxide,2000,3.5883385236076584,ZWE,33.6,,,,,,,,,,,,,,21.9,Africa,Colder
Deaths,Zimbabwe,Female,<1 year,Poisoning by carbon monoxide,2000,0.4630786117407466,ZWE,33.6,,,,,,,,,,,,,,21.9,Africa,Colder
Deaths,Chile,Male,All ages,Poisoning by carbon monoxide,2001,0.3292565966291006,CHL,100.0,,,,,,,,,,,,,,9.39,South America,Colder
Deaths,Chile,Female,All ages,Poisoning by carbon monoxide,2001,0.1385579368601191,CHL,100.0,,,,,,,,,,,,,,9.39,South America,Colder
Deaths,Chile,Male,<1 year,Poisoning by carbon monoxide,2001,0.368029974408225,CHL,100.0,,,,,,,,,,,,,,9.39,South America,Colder
Deaths,Chile,Female,<1 year,Poisoning by carbon monoxide,2001,0.344073650081716,CHL,100.0,,,,,,,,,,,,,,9.39,South America,Colder
Deaths,Rwanda,Male,All ages,Poisoning by carbon monoxide,2000,0.5325161868209708,RWA,0.1,,,,,,,,,,,,,,20.03,Africa,Colder
Deaths,Rwanda,Female,All ages,Poisoning by carbon monoxide,2000,0.0278449778669624,RWA,0.1,,,,,,,,,,,,,,20.03,Africa,Colder
Deaths,Rwanda,Male,<1 year,Poisoning by carbon monoxide,2000,0.8981763729295423,RWA,0.1,,,,,,,,,,,,,,20.03,Africa,Colder
Deaths,Rwanda,Female,<1 year,Poisoning by carbon monoxide,2000,0.0226615930515142,RWA,0.1,,,,,,,,,,,,,,20.03,Africa,Colder
Deaths,Costa Rica,Male,All ages,Poisoning by carbon monoxide,2002,0.0616361835279404,CRI,89.7,,,,,,,,,,,,,,24.83,North America,Warmer
Deaths,Costa Rica,Female,All ages,Poisoning by carbon monoxide,2002,0.0308327346146482,CRI,89.7,,,,,,,,,,,,,,24.83,North America,Warmer
Deaths,Costa Rica,Male,<1 year,Poisoning by carbon monoxide,2002,0.0477365422083481,CRI,89.7,,,,,,,,,,,,,,24.83,North America,Warmer
Deaths,Costa Rica,Female,<1 year,Poisoning by carbon monoxide,2002,0.0369723808330216,CRI,89.7,,,,,,,,,,,,,,24.83,North America,Warmer
Deaths,Vanuatu,Male,All ages,Poisoning by carbon monoxide,2001,0.1718110122108966,VUT,13.5,,,,,,,,,,,,,,24.44,Oceania,Warmer
Deaths,Vanuatu,Female,All ages,Poisoning by carbon monoxide,2001,0.0098053711872071,VUT,13.5,,,,,,,,,,,,,,24.44,Oceania,Warmer
Deaths,Vanuatu,Male,<1 year,Poisoning by carbon monoxide,2001,0.2330388577660739,VUT,13.5,,,,,,,,,,,,,,24.44,Oceania,Warmer
Deaths,Vanuatu,Female,<1 year,Poisoning by carbon monoxide,2001,0.0114426644896814,VUT,13.5,,,,,,,,,,,,,,24.44,Oceania,Warmer
Deaths,Guinea,Male,All ages,Poisoning by carbon monoxide,2001,0.0946830148572356,GIN,0.8,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Female,All ages,Poisoning by carbon monoxide,2001,0.000336107429041,GIN,0.8,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Male,<1 year,Poisoning by carbon monoxide,2001,0.0243402141874757,GIN,0.8,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Guinea,Female,<1 year,Poisoning by carbon monoxide,2001,0.0013483084771416,GIN,0.8,,,,,,,,,,,,,,25.86,Africa,Warmer
Deaths,Thailand,Male,All ages,Poisoning by carbon monoxide,2001,0.1617934962068849,THA,61.3,,,,,,,,,,,,,,26.85,Asia,Warmer
Deaths,Thailand,Female,All ages,Poisoning by carbon monoxide,2001,0.0284737510647295,THA,61.3,,,,,,,,,,,,,,26.85,Asia,Warmer
Deaths,Thailand,Male,<1 year,Poisoning by carbon monoxide,2001,0.0023916453387457,THA,61.3,,,,,,,,,,,,,,26.85,Asia,Warmer
Deaths,Thailand,Female,<1 year,Poisoning by carbon monoxide,2001,0.0036804344180052,THA,61.3,,,,,,,,,,,,,,26.85,Asia,Warmer
Deaths,Romania,Male,All ages,Poisoning by carbon monoxide,2002,3.628717332964208,ROU,100.0,,,,,,,,,,,,,,10.18,Europe,Colder
Deaths,Romania,Female,All ages,Poisoning by carbon monoxide,2002,1.8551471039389864,ROU,100.0,,,,,,,,,,,,,,10.18,Europe,Colder
Deaths,Romania,Male,<1 year,Poisoning by carbon monoxide,2002,3.079969979260553,ROU,100.0,,,,,,,,,,,,,,10.18,Europe,Colder
Deaths,Romania,Female,<1 year,Poisoning by carbon monoxide,2002,3.3728844866138554,ROU,100.0,,,,,,,,,,,,,,10.18,Europe,Colder
Deaths,Saint Lucia,Male,<1 year,Poisoning by carbon monoxide,2001,0.2445678536398303,LCA,86.5,,,,,,,,,,,,,,27.0,North America,Warmer
Deaths,Saint Lucia,Female,<1 year,Poisoning by carbon monoxide,2001,0.1249608220399476,LCA,86.5,,,,,,,,,,,,,,27.0,North America,Warmer
Deaths,Nigeria,Male,All ages,Poisoning by carbon monoxide,2000,0.106605054056337,NGA,0.7,,,,,,,,,,,,,,27.3,Africa,Warmer
Deaths,Nigeria,Female,All ages,Poisoning by carbon monoxide,2000,0.0003548593231594,NGA,0.7,,,,,,,,,,,,,,27.3,Africa,Warmer
Deaths,Nigeria,Male,<1 year,Poisoning by carbon monoxide,2000,0.0198811531302057,NGA,0.7,,,,,,,,,,,,,,27.3,Africa,Warmer
Deaths,Nigeria,Female,<1 year,Poisoning by carbon monoxide,2000,0.0013363726374684,NGA,0.7,,,,,,,,,,,,,,27.3,Africa,Warmer
Deaths,Malaysia,Male,All ages,Poisoning by carbon monoxide,2001,0.2465290829877726,MYS,98.1,,,,,,,,,,,,,,26.38,Asia,Warmer
Deaths,Malaysia,Female,All ages,Poisoning by carbon monoxide,2001,0.0838544948174655,MYS,98.1,,,,,,,,,,,,,,26.38,Asia,Warmer
Deaths,Malaysia,Male,<1 year,Poisoning by carbon monoxide,2001,0.0575252006857482,MYS,98.1,,,,,,,,,,,,,,26.38,Asia,Warmer
Deaths,Malaysia,Female,<1 year,Poisoning by carbon monoxide,2001,0.0737766662259229,MYS,98.1,,,,,,,,,,,,,,26.38,Asia,Warmer
Deaths,Georgia,Male,All ages,Poisoning by carbon monoxide,2002,1.4898831684454057,GEO,48.6,,,,,,,,,,,,,,9.01,Europe,Colder
Deaths,Georgia,Female,All ages,Poisoning by carbon monoxide,2002,0.6473801965724469,GEO,48.6,,,,,,,,,,,,,,9.01,Europe,Colder
Deaths,Georgia,Male,<1 year,Poisoning by carbon monoxide,2002,0.87375906587281,GEO,48.6,,,,,,,,,,,,,,9.01,Europe,Colder
Deaths,Georgia,Female,<1 year,Poisoning by carbon monoxide,2002,1.1363050881268366,GEO,48.6,,,,,,,,,,,,,,9.01,Europe,Colder
Deaths,Madagascar,Male,All ages,Poisoning by carbon monoxide,2000,0.3831095693312524,MDG,1.2,,,,,,,,,,,,,,22.64,Africa,Colder
Deaths,Madagascar,Female,All ages,Poisoning by carbon monoxide,2000,0.0190241973474244,MDG,1.2,,,,,,,,,,,,,,22.64,Africa,Colder
Deaths,Madagascar,Male,<1 year,Poisoning by carbon monoxide,2000,0.6942502049224967,MDG,1.2,,,,,,,,,,,,,,22.64,Africa,Colder
Deaths,Madagascar,Female,<1 year,Poisoning by carbon monoxide,2000,0.0155535494072886,MDG,1.2,,,,,,,,,,,,,,22.64,Africa,Colder
Deaths,Seychelles,Male,All ages,Poisoning by carbon monoxide,2000,0.2009230490530185,SYC,100.0,,,,,,,,,,,,,,27.09,Africa,Warmer
Deaths,Seychelles,Female,All ages,Poisoning by carbon monoxide,2000,0.1569267266507684,SYC,100.0,,,,,,,,,,,,,,27.09,Africa,Warmer
Deaths,Seychelles,Male,<1 year,Poisoning by carbon monoxide,2000,0.0362451679283417,SYC,100.0,,,,,,,,,,,,,,27.09,Africa,Warmer
Deaths,Seychelles,Female,<1 year,Poisoning by carbon monoxide,2000,0.1678825668771595,SYC,100.0,,,,,,,,,,,,,,27.09,Africa,Warmer
Deaths,Jordan,Male,All ages,Poisoning by carbon monoxide,2002,0.933202662411489,JOR,99.8,,,,,,,,,,,,,,20.05,Asia,Colder
Deaths,Jordan,Female,All ages,Poisoning by carbon monoxide,2002,0.6636353901555119,JOR,99.8,,,,,,,,,,,,,,20.05,Asia,Colder
Deaths,Jordan,Male,<1 year,Poisoning by carbon monoxide,2002,2.1802489902817213,JOR,99.8,,,,,,,,,,,,,,20.05,Asia,Colder
Deaths,Jordan,Female,<1 year,Poisoning by carbon monoxide,2002,2.2943535015020924,JOR,99.8,,,,,,,,,,,,,,20.05,Asia,Colder
Deaths,Uzbekistan,Male,All ages,Poisoning by carbon monoxide,2002,2.8525979149030265,UZB,83.9,,,,,,,,,,,,,,13.06,Asia,Colder
Deaths,Uzbekistan,Female,All ages,Poisoning by carbon monoxide,2002,1.1418216844713391,UZB,83.9,,,,,,,,,,,,,,13.06,Asia,Colder
Deaths,Uzbekistan,Male,<1 year,Poisoning by carbon monoxide,2002,3.110601933941953,UZB,83.9,,,,,,,,,,,,,,13.06,Asia,Colder
Deaths,Uzbekistan,Female,<1 year,Poisoning by carbon monoxide,2002,2.4771646856337246,UZB,83.9,,,,,,,,,,,,,,13.06,Asia,Colder
Deaths,Ecuador,Male,All ages,Poisoning by carbon monoxide,2001,0.138795955166384,ECU,89.3,,,,,,,,,,,,,,21.43,South America,Colder
Deaths,Ecuador,Female,All ages,Poisoning by carbon monoxide,2001,0.1248432827883532,ECU,89.3,,,,,,,,,,,,,,21.43,South America,Colder
Deaths,Ecuador,Male,<1 year,Poisoning by carbon monoxide,2001,0.2260851785328028,ECU,89.3,,,,,,,,,,,,,,21.43,South America,Colder
Deaths,Ecuador,Female,<1 year,Poisoning by carbon monoxide,2001,0.2303825216591026,ECU,89.3,,,,,,,,,,,,,,21.43,South America,Colder
Deaths,Tuvalu,Male,All ages,Poisoning by carbon monoxide,2002,0.510001457815828,TUV,10.4,,,,,,,,,,,,,,28.62,Oceania,Warmer
Deaths,Tuvalu,Female,All ages,Poisoning by carbon monoxide,2002,0.0141884110305361,TUV,10.4,,,,,,,,,,,,,,28.62,Oceania,Warmer
Deaths,Tuvalu,Male,<1 year,Poisoning by carbon monoxide,2002,0.6255299686231208,TUV,10.4,,,,,,,,,,,,,,28.62,Oceania,Warmer
Deaths,Tuvalu,Female,<1 year,Poisoning by carbon monoxide,2002,0.0257771894279676,TUV,10.4,,,,,,,,,,,,,,28.62,Oceania,Warmer
Deaths,Cyprus,Male,All ages,Poisoning by carbon monoxide,2000,0.31326938963974,CYP,100.0,,,,,,,,,,,,,,20.01,Europe,Colder
Deaths,Cyprus,Female,All ages,Poisoning by carbon monoxide,2000,0.2043744694800492,CYP,100.0,,,,,,,,,,,,,,20.01,Europe,Colder
Deaths,Cyprus,Male,<1 year,Poisoning by carbon monoxide,2000,0.0756167408338813,CYP,100.0,,,,,,,,,,,,,,20.01,Europe,Colder
Deaths,Cyprus,Female,<1 year,Poisoning by carbon monoxide,2000,0.0970621994658262,CYP,100.0,,,,,,,,,,,,,,20.01,Europe,Colder
Deaths,Timor-Leste,Male,All ages,Poisoning by carbon monoxide,2001,0.1089398448044344,,,,,,,,,,,,,,,,24.57,,Warmer
Deaths,Timor-Leste,Female,All ages,Poisoning by carbon monoxide,2001,0.0557085812889216,,,,,,,,,,,,,,,,24.57,,Warmer
Deaths,Timor-Leste,Male,<1 year,Poisoning by carbon monoxide,2001,0.0220367459377093,,,,,,,,,,,,,,,,24.57,,Warmer
Deaths,Timor-Leste,Female,<1 year,Poisoning by carbon monoxide,2001,0.0099468889976783,,,,,,,,,,,,,,,,24.57,,Warmer
Deaths,Marshall Islands,Male,All ages,Poisoning by carbon monoxide,2000,0.3356649629064811,MHL,7.3,,,,,,,,,,,,,,28.01,Oceania,Warmer
Deaths,Marshall Islands,Female,All ages,Poisoning by carbon monoxide,2000,0.0074707035828299,MHL,7.3,,,,,,,,,,,,,,28.01,Oceania,Warmer
Deaths,Marshall Islands,Male,<1 year,Poisoning by carbon monoxide,2000,0.3113944315822685,MHL,7.3,,,,,,,,,,,,,,28.01,Oceania,Warmer
Deaths,Marshall Islands,Female,<1 year,Poisoning by carbon monoxide,2000,0.0079975035260705,MHL,7.3,,,,,,,,,,,,,,28.01,Oceania,Warmer
Deaths,United Arab Emirates,Male,All ages,Poisoning by carbon monoxide,2002,0.4930965434503174,ARE,100.0,,,,,,,,,,,,,,28.17,Asia,Warmer
Deaths,United Arab Emirates,Female,All ages,Poisoning by carbon monoxide,2002,0.1141957729418046,ARE,100.0,,,,,,,,,,,,,,28.17,Asia,Warmer
Deaths,United Arab Emirates,Male,<1 year,Poisoning by carbon monoxide,2002,0.4269960985116048,ARE,100.0,,,,,,,,,,,,,,28.17,Asia,Warmer
Deaths,United Arab Emirates,Female,<1 year,Poisoning by carbon monoxide,2002,0.172648041478421,ARE,100.0,,,,,,,,,,,,,,28.17,Asia,Warmer
Deaths,Oman,Male,All ages,Poisoning by carbon monoxide,2001,0.0779950751963273,OMN,100.0,,,,,,,,,,,,,,27.64,Asia,Warmer
Deaths,Oman,Female,All ages,Poisoning by carbon monoxide,2001,0.0385829268478357,OMN,100.0,,,,,,,,,,,,,,27.64,Asia,Warmer
Deaths,Oman,Male,<1 year,Poisoning by carbon monoxide,2001,0.0661069255770359,OMN,100.0,,,,,,,,,,,,,,27.64,Asia,Warmer
Deaths,Oman,Female,<1 year,Poisoning by carbon monoxide,2001,0.0815271095878212,OMN,100.0,,,,,,,,,,,,,,27.64,Asia,Warmer
Deaths,Senegal,Male,All ages,Poisoning by carbon monoxide,2000,0.0775630678098681,SEN,34.8,,,,,,,,,,,,,,28.9,Africa,Warmer
Deaths,Senegal,Female,All ages,Poisoning by carbon monoxide,2000,0.0002036349901528,SEN,34.8,,,,,,,,,,,,,,28.9,Africa,Warmer
Deaths,Senegal,Male,<1 year,Poisoning by carbon monoxide,2000,0.022846348920348,SEN,34.8,,,,,,,,,,,,,,28.9,Africa,Warmer
Deaths,Senegal,Female,<1 year,Poisoning by carbon monoxide,2000,0.0009458821977831,SEN,34.8,,,,,,,,,,,,,,28.9,Africa,Warmer
Deaths,Greece,Male,All ages,Poisoning by carbon monoxide,2000,0.169808131438661,GRC,100.0,,,,,,,,,,,,,,13.17,Europe,Colder
Deaths,Greece,Female,All ages,Poisoning by carbon monoxide,2000,0.0549092355685414,GRC,100.0,,,,,,,,,,,,,,13.17,Europe,Colder
Deaths,Greece,Male,<1 year,Poisoning by carbon monoxide,2000,0.0372660452349185,GRC,100.0,,,,,,,,,,,,,,13.17,Europe,Colder
Deaths,Greece,Female,<1 year,Poisoning by carbon monoxide,2000,0.0151855611913754,GRC,100.0,,,,,,,,,,,,,,13.17,Europe,Colder
Deaths,Dominica,Male,All ages,Poisoning by carbon monoxide,2000,0.0447284176290763,DMA,79.6,,,,,,,,,,,,,,26.83,North America,Warmer
Deaths,Dominica,Female,All ages,Poisoning by carbon monoxide,2000,0.1273734006267766,DMA,79.6,,,,,,,,,,,,,,26.83,North America,Warmer
Deaths,Dominica,Male,<1 year,Poisoning by carbon monoxide,2000,0.0290207436866819,DMA,79.6,,,,,,,,,,,,,,26.83,North America,Warmer
Deaths,Dominica,Female,<1 year,Poisoning by carbon monoxide,2000,0.2471175468048818,DMA,79.6,,,,,,,,,,,,,,26.83,North America,Warmer
Deaths,Singapore,Male,All ages,Poisoning by carbon monoxide,2002,0.0320957969357643,SGP,100.0,,,,,,,,,,,,,,27.68,Asia,Warmer
Deaths,Singapore,Female,All ages,Poisoning by carbon monoxide,2002,0.0031372116293724,SGP,100.0,,,,,,,,,,,,,,27.68,Asia,Warmer
Deaths,Singapore,Male,<1 year,Poisoning by carbon monoxide,2002,0.0178761768040874,SGP,100.0,,,,,,,,,,,,,,27.68,Asia,Warmer
Deaths,Singapore,Female,<1 year,Poisoning by carbon monoxide,2002,0.0028038609340295,SGP,100.0,,,,,,,,,,,,,,27.68,Asia,Warmer
Deaths,Maldives,Male,All ages,Poisoning by carbon monoxide,2001,0.0619474263871096,MDV,32.1,,,,,,,,,,,,,,28.11,Asia,Warmer
Deaths,Maldives,Female,All ages,Poisoning by carbon monoxide,2001,0.005728117535513,MDV,32.1,,,,,,,,,,,,,,28.11,Asia,Warmer
Deaths,Maldives,Male,<1 year,Poisoning by carbon monoxide,2001,0.0476726916333015,MDV,32.1,,,,,,,,,,,,,,28.11,Asia,Warmer
Deaths,Maldives,Female,<1 year,Poisoning by carbon monoxide,2001,0.0089421285132805,MDV,32.1,,,,,,,,,,,,,,28.11,Asia,Warmer
Deaths,Saint Lucia,Male,All ages,Poisoning by carbon monoxide,2001,0.2549199317436509,LCA,86.5,,,,,,,,,,,,,,27.0,North America,Warmer
Deaths,Saint Lucia,Female,All ages,Poisoning by carbon monoxide,2001,0.0521693396541788,LCA,86.5,,,,,,,,,,,,,,27.0,North America,Warmer
Deaths,Saint Vincent and the Grenadines,Male,All ages,Poisoning by carbon monoxide,2001,0.0195991912401928,VCT,96.1,,,,,,,,,,,,,,26.17,North America,Warmer
Deaths,Saint Vincent and the Grenadines,Female,All ages,Poisoning by carbon monoxide,2001,0.0512271432137073,VCT,96.1,,,,,,,,,,,,,,26.17,North America,Warmer
Deaths,Saint Vincent and the Grenadines,Male,<1 year,Poisoning by carbon monoxide,2001,0.0155899560531475,VCT,96.1,,,,,,,,,,,,,,26.17,North America,Warmer
Deaths,Saint Vincent and the Grenadines,Female,<1 year,Poisoning by carbon monoxide,2001,0.1457389897392029,VCT,96.1,,,,,,,,,,,,,,26.17,North America,Warmer
Deaths,Benin,Male,All ages,Poisoning by carbon monoxide,2000,0.0750426548516578,BEN,0.7,,,,,,,,,,,,,,28.02,Africa,Warmer
Deaths,Benin,Female,All ages,Poisoning by carbon monoxide,2000,0.000179058837244,BEN,0.7,,,,,,,,,,,,,,28.02,Africa,Warmer
Deaths,Benin,Male,<1 year,Poisoning by carbon monoxide,2000,0.0201165789589747,BEN,0.7,,,,,,,,,,,,,,28.02,Africa,Warmer
Deaths,Benin,Female,<1 year,Poisoning by carbon monoxide,2000,0.0008587755734964,BEN,0.7,,,,,,,,,,,,,,28.02,Africa,Warmer
Deaths,Kazakhstan,Male,All ages,Poisoning by carbon monoxide,2002,6.965904050539603,KAZ,86.4,,,,,,,,,,,,,,7.11,Asia,Colder
Deaths,Kazakhstan,Female,All ages,Poisoning by carbon monoxide,2002,2.4627521897264737,KAZ,86.4,,,,,,,,,,,,,,7.11,Asia,Colder
Deaths,Kazakhstan,Male,<1 year,Poisoning by carbon monoxide,2002,2.916245042886563,KAZ,86.4,,,,,,,,,,,,,,7.11,Asia,Colder
Deaths,Kazakhstan,Female,<1 year,Poisoning by carbon monoxide,2002,4.610200715705222,KAZ,86.4,,,,,,,,,,,,,,7.11,Asia,Colder
Deaths,Grenada,Male,All ages,Poisoning by carbon monoxide,2000,0.1045153882098742,GRD,92.2,,,,,,,,,,,,,,26.49,North America,Warmer
Deaths,Grenada,Female,All ages,Poisoning by carbon monoxide,2000,0.1747237329950503,GRD,92.2,,,,,,,,,,,,,,26.49,North America,Warmer
Deaths,Grenada,Male,<1 year,Poisoning by carbon monoxide,2000,0.0620851902917739,GRD,92.2,,,,,,,,,,,,,,26.49,North America,Warmer
Deaths,Grenada,Female,<1 year,Poisoning by carbon monoxide,2000,0.3210732913207739,GRD,92.2,,,,,,,,,,,,,,26.49,North America,Warmer
Deaths,Latvia,Male,All ages,Poisoning by carbon monoxide,2002,4.909619210801905,LVA,100.0,,,,,,,,,,,,,,6.87,Europe,Colder
Deaths,Latvia,Female,All ages,Poisoning by carbon monoxide,2002,1.331696515666701,LVA,100.0,,,,,,,,,,,,,,6.87,Europe,Colder
Deaths,Latvia,Male,<1 year,Poisoning by carbon monoxide,2002,0.7616514737003173,LVA,100.0,,,,,,,,,,,,,,6.87,Europe,Colder
Deaths,Latvia,Female,<1 year,Poisoning by carbon monoxide,2002,0.7272639581066279,LVA,100.0,,,,,,,,,,,,,,6.87,Europe,Colder
Deaths,Northern Mariana Islands,Male,All ages,Poisoning by carbon monoxide,2002,0.5932521142055538,,,,,,,,,,,,,,,,27.6,,Warmer
Deaths,Northern Mariana Islands,Female,All ages,Poisoning by carbon monoxide,2002,0.0072373743754813,,,,,,,,,,,,,,,,27.6,,Warmer
Deaths,Northern Mariana Islands,Male,<1 year,Poisoning by carbon monoxide,2002,0.391350378328678,,,,,,,,,,,,,,,,27.6,,Warmer
Deaths,Northern Mariana Islands,Female,<1 year,Poisoning by carbon monoxide,2002,0.0044725561015249,,,,,,,,,,,,,,,,27.6,,Warmer
Deaths,El Salvador,Male,All ages,Poisoning by carbon monoxide,2000,0.0520067858962144,SLV,58.4,,,,,,,,,,,,,,25.23,North America,Warmer
Deaths,El Salvador,Female,All ages,Poisoning by carbon monoxide,2000,0.0323183142525792,SLV,58.4,,,,,,,,,,,,,,25.23,North America,Warmer
